(120.04862759640338, 30.237128736109234)
(120.04862347470412, 30.23712528398102)
(120.04861935300214, 30.23712183186221)
(120.04861523129743, 30.237118379752843)
(120.04861110958996, 30.237114927652886)
(120.0486069878798, 30.237111475562347)
(120.04860286616687, 30.23710802348123)
(120.04859874445121, 30.23710457140952)
(120.04859462273285, 30.237101119347216)
(120.04859050101174, 30.237097667294325)
(120.04859050101174, 30.237097667294325)
(120.048586379289, 30.23709421636228)
(120.04858225756355, 30.237090765439625)
(120.04857813583536, 30.23708731452637)
(120.04857401410445, 30.23708386362252)
(120.04856989237081, 30.23708041272805)
(120.04856577063445, 30.23707696184298)
(120.04856164889536, 30.237073510967296)
(120.04855752715355, 30.237070060100983)
(120.04855340540902, 30.237066609244064)
(120.04855340540902, 30.237066609244064)
(120.04854928366176, 30.23706315839652)
(120.0485451619118, 30.237059707558352)
(120.04854104015908, 30.23705625672955)
(120.04853691840368, 30.237052805910118)
(120.04853279664555, 30.23704935510006)
(120.04852867488471, 30.23704590429936)
(120.04852455312114, 30.237042453508025)
(120.04852043135489, 30.23703900272605)
(120.04851630958586, 30.237035551953422)
(120.04851630958586, 30.237035551953422)
(120.04851470114339, 30.23703420425507)
(120.04851309270049, 30.237032856558137)
(120.04851148425719, 30.237031508862625)
(120.04850987581344, 30.23703016116854)
(120.0485082673693, 30.237028813475877)
(120.04850665892475, 30.237027465784646)
(120.04850505047976, 30.23702611809482)
(120.0485034420344, 30.237024770406432)
(120.0485018335886, 30.237023422719457)
(120.0485018335886, 30.237023422719457)
(120.04850011992087, 30.237020785976092)
(120.0484984062528, 30.23701814923437)
(120.04849669258438, 30.237015512494292)
(120.04849497891558, 30.237012875755852)
(120.04849326524648, 30.237010239019067)
(120.04849155157699, 30.23700760228392)
(120.04848983790716, 30.23700496555042)
(120.04848812423701, 30.237002328818566)
(120.04848641056647, 30.236999692088354)
(120.04848641056647, 30.236999692088354)
(120.04848360108357, 30.23699536659756)
(120.04848079159976, 30.236991041111196)
(120.048477982115, 30.236986715629236)
(120.04847517262932, 30.236982390151702)
(120.04847236314266, 30.236978064678578)
(120.0484695536551, 30.236973739209866)
(120.04846674416659, 30.236969413745566)
(120.04846393467714, 30.236965088285682)
(120.04846112518676, 30.236960762830204)
(120.04846112518676, 30.236960762830204)
(120.04845831457786, 30.236956437393424)
(120.04845550396801, 30.236952111961052)
(120.04845269335723, 30.2369477865331)
(120.04844988274553, 30.23694346110955)
(120.04844707213287, 30.23693913569042)
(120.04844426151931, 30.236934810275685)
(120.04844145090479, 30.23693048486537)
(120.04843864028935, 30.236926159459458)
(120.04843582967297, 30.23692183405796)
(120.04843582967297, 30.23692183405796)
(120.04843302017214, 30.23691750753513)
(120.04843021067038, 30.23691318101669)
(120.04842740116771, 30.23690885450267)
(120.0484245916641, 30.23690452799303)
(120.04842178215958, 30.236900201487803)
(120.04841897265409, 30.236895874986967)
(120.0484161631477, 30.236891548490533)
(120.04841335364038, 30.236887221998497)
(120.04841054413212, 30.236882895510853)
(120.04841054413212, 30.236882895510853)
(120.04840970799557, 30.23688160803824)
(120.04840887185892, 30.236880320566012)
(120.04840803572219, 30.23687903309418)
(120.04840719958536, 30.23687774562273)
(120.04840636344849, 30.236876458151674)
(120.04840552731149, 30.236875170681003)
(120.04840469117444, 30.23687388321073)
(120.0484038550373, 30.236872595740834)
(120.04840301890006, 30.236871308271333)
(120.04840301890006, 30.236871308271333)
(120.04840104664352, 30.23686826925373)
(120.0483990743865, 30.236865230238298)
(120.04839710212903, 30.236862191225025)
(120.04839512987111, 30.236859152213924)
(120.04839315761275, 30.236856113204976)
(120.04839118535392, 30.236853074198198)
(120.04838921309462, 30.236850035193584)
(120.04838724083488, 30.236846996191122)
(120.0483852685747, 30.236843957190835)
(120.0483852685747, 30.236843957190835)
(120.04838246241002, 30.236839630704115)
(120.04837965624444, 30.236835304221763)
(120.04837685007791, 30.236830977743796)
(120.04837404391047, 30.23682665127019)
(120.04837123774213, 30.236822324800972)
(120.04836843157287, 30.236817998336114)
(120.04836562540268, 30.236813671875638)
(120.04836281923158, 30.23680934541953)
(120.04836001305958, 30.236805018967793)
(120.04836001305958, 30.236805018967793)
(120.04835720576904, 30.236800692534768)
(120.04835439847757, 30.236796366106116)
(120.04835159118524, 30.236792039681838)
(120.04834878389195, 30.236787713261933)
(120.04834597659776, 30.23678338684639)
(120.04834316930264, 30.236779060435214)
(120.04834036200661, 30.23677473402841)
(120.04833755470969, 30.236770407625972)
(120.04833474741183, 30.2367660812279)
(120.04833474741183, 30.2367660812279)
(120.04833194011198, 30.236761753722764)
(120.04832913281119, 30.236757426221974)
(120.0483263255095, 30.236753098725558)
(120.04832351820693, 30.236748771233508)
(120.04832071090341, 30.236744443745817)
(120.04831790359898, 30.23674011626249)
(120.04831509629368, 30.236735788783516)
(120.04831228898745, 30.236731461308903)
(120.0483094816803, 30.236727133838656)
(120.0483094816803, 30.236727133838656)
(120.04830667437334, 30.236722807484202)
(120.04830386706548, 30.236718481134105)
(120.04830105975674, 30.236714154788366)
(120.04829825244707, 30.236709828446976)
(120.04829544513647, 30.236705502109945)
(120.048292637825, 30.236701175777267)
(120.04828983051262, 30.23669684944894)
(120.04828702319931, 30.23669252312496)
(120.04828421588513, 30.236688196805343)
(120.04828421588513, 30.236688196805343)
(120.04828140857003, 30.236683870490076)
(120.04827860125403, 30.23667954417915)
(120.04827579393712, 30.23667521787257)
(120.04827298661931, 30.23667089157035)
(120.0482701793006, 30.236666565272465)
(120.04826737198098, 30.236662238978926)
(120.04826456466047, 30.236657912689736)
(120.04826175733906, 30.236653586404895)
(120.04825895001676, 30.236649260124395)
(120.04825895001676, 30.236649260124395)
(120.04825614381006, 30.23664493272239)
(120.04825333760247, 30.23664060532472)
(120.04825053139399, 30.236636277931396)
(120.04824772518462, 30.236631950542407)
(120.04824491897433, 30.236627623157748)
(120.0482421127632, 30.236623295777438)
(120.04823930655112, 30.23661896840145)
(120.04823650033816, 30.236614641029796)
(120.04823369412432, 30.236610313662478)
(120.04823369412432, 30.236610313662478)
(120.04823254567037, 30.236608543484035)
(120.04823139721626, 30.23660677330631)
(120.04823024876204, 30.23660500312932)
(120.04822910030761, 30.23660323295305)
(120.04822795185306, 30.236601462777504)
(120.04822680339836, 30.236599692602685)
(120.04822565494354, 30.23659792242859)
(120.04822450648852, 30.236596152255228)
(120.04822335803337, 30.23659438208258)
(120.04822335803337, 30.23659438208258)
(120.0482217170277, 30.236591816909986)
(120.04822007602176, 30.23658925173888)
(120.04821843501549, 30.23658668656925)
(120.04821679400892, 30.236584121401094)
(120.04821515300206, 30.23658155623443)
(120.04821351199492, 30.23657899106924)
(120.04821187098743, 30.236576425905536)
(120.04821022997969, 30.236573860743306)
(120.0482085889716, 30.236571295582554)
(120.0482085889716, 30.236571295582554)
(120.04820581179439, 30.236566954545772)
(120.0482030346163, 30.23656261351322)
(120.04820025743737, 30.23655827248491)
(120.04819748025756, 30.236553931460836)
(120.04819470307692, 30.236549590440994)
(120.04819192589538, 30.23654524942538)
(120.048189148713, 30.236540908414007)
(120.04818637152978, 30.236536567406866)
(120.0481835943457, 30.236532226403952)
(120.0481835943457, 30.236532226403952)
(120.04818081604311, 30.236527885419726)
(120.04817803773967, 30.236523544439727)
(120.04817525943538, 30.236519203463963)
(120.04817248113022, 30.236514862492424)
(120.04816970282424, 30.236510521525116)
(120.04816692451737, 30.23650618056204)
(120.04816414620966, 30.2365018396032)
(120.04816136790109, 30.236497498648582)
(120.04815858959167, 30.236493157698185)
(120.04815858959167, 30.236493157698185)
(120.04815581239906, 30.236488816737563)
(120.04815303520557, 30.23648447578116)
(120.04815025801125, 30.236480134828973)
(120.04814748081608, 30.236475793881013)
(120.04814470362005, 30.23647145293727)
(120.04814192642316, 30.236467111997744)
(120.04813914922548, 30.236462771062442)
(120.04813637202687, 30.23645843013135)
(120.04813359482748, 30.236454089204482)
(120.04813359482748, 30.236454089204482)
(120.04813081762721, 30.236449748281824)
(120.04812804042609, 30.23644540736338)
(120.04812526322416, 30.236441066449157)
(120.04812248602134, 30.236436725539143)
(120.04811970881771, 30.236432384633332)
(120.04811693161322, 30.236428043731753)
(120.04811415440788, 30.236423702834376)
(120.04811137720169, 30.23641936194121)
(120.04810859999466, 30.23641502105224)
(120.04810859999466, 30.23641502105224)
(120.04810582278681, 30.236410680167495)
(120.04810304557809, 30.23640633928695)
(120.04810026836854, 30.236401998410617)
(120.04809749115815, 30.236397657538483)
(120.04809471394691, 30.23639331667055)
(120.04809193673483, 30.23638897580683)
(120.04808915952192, 30.23638463494731)
(120.04808638230816, 30.236380294091997)
(120.04808360509355, 30.236375953240877)
(120.04808360509355, 30.236375953240877)
(120.04808082787812, 30.236371612393963)
(120.04807805066184, 30.23636727155125)
(120.04807527344474, 30.236362930712733)
(120.0480724962268, 30.23635858987842)
(120.048069719008, 30.236354249048297)
(120.04806694178836, 30.236349908222365)
(120.0480641645679, 30.236345567400644)
(120.04806138734662, 30.23634122658311)
(120.04805861012449, 30.236336885769777)
(120.04805861012449, 30.236336885769777)
(120.04805695229794, 30.236334294288373)
(120.04805529447107, 30.236331702808457)
(120.04805363664394, 30.23632911133005)
(120.0480519788165, 30.236326519853126)
(120.04805032098876, 30.236323928377697)
(120.04804866316073, 30.236321336903757)
(120.04804700533239, 30.23631874543132)
(120.04804534750376, 30.236316153960367)
(120.04804368967481, 30.236313562490913)
(120.04804368967481, 30.236313562490913)
(120.0480425557536, 30.23631182002874)
(120.04804142183225, 30.236310077567268)
(120.04804028791077, 30.23630833510649)
(120.04803915398912, 30.23630659264641)
(120.04803802006737, 30.236304850187025)
(120.04803688614544, 30.236303107728343)
(120.0480357522234, 30.236301365270357)
(120.04803461830117, 30.236299622813064)
(120.04803348437886, 30.236297880356474)
(120.04803348437886, 30.236297880356474)
(120.04803067028143, 30.236293556736474)
(120.04802785618315, 30.23628923312076)
(120.04802504208399, 30.236284909509344)
(120.04802222798395, 30.236280585902215)
(120.04801941388307, 30.23627626229938)
(120.0480165997813, 30.236271938700824)
(120.04801378567869, 30.23626761510657)
(120.0480109715752, 30.23626329151659)
(120.04800815747083, 30.236258967930908)
(120.04800815747083, 30.236258967930908)
(120.04800534448437, 30.236254645446383)
(120.04800253149703, 30.23625032296615)
(120.04799971850883, 30.23624600049019)
(120.04799690551978, 30.23624167801851)
(120.04799409252986, 30.23623735555112)
(120.04799127953909, 30.236233033088)
(120.04798846654742, 30.23622871062915)
(120.0479856535549, 30.23622438817458)
(120.04798284056155, 30.236220065724286)
(120.04798284056155, 30.236220065724286)
(120.04798002644854, 30.2362157421814)
(120.04797721233469, 30.236211418642785)
(120.04797439821999, 30.236207095108455)
(120.04797158410436, 30.236202771578387)
(120.04796876998793, 30.23619844805261)
(120.04796595587064, 30.236194124531092)
(120.04796314175249, 30.23618980101385)
(120.04796032763346, 30.23618547750088)
(120.04795751351358, 30.23618115399218)
(120.04795751351358, 30.23618115399218)
(120.04795469939394, 30.236176831599188)
(120.04795188527342, 30.236172509210462)
(120.04794907115206, 30.236168186826006)
(120.04794625702984, 30.236163864445814)
(120.04794344290674, 30.236159542069885)
(120.04794062878281, 30.23615521969823)
(120.04793781465803, 30.236150897330837)
(120.04793500053238, 30.23614657496771)
(120.04793218640587, 30.236142252608833)
(120.04793218640587, 30.236142252608833)
(120.04792937339514, 30.2361379291282)
(120.04792656038354, 30.236133605651816)
(120.04792374737109, 30.236129282179697)
(120.04792093435779, 30.23612495871183)
(120.04791812134364, 30.236120635248216)
(120.04791530832864, 30.236116311788855)
(120.0479124953128, 30.236111988333754)
(120.04790968229608, 30.2361076648829)
(120.04790686927853, 30.2361033414363)
(120.04790686927853, 30.2361033414363)
(120.04790405514353, 30.236099019119997)
(120.04790124100768, 30.23609469680795)
(120.04789842687094, 30.236090374500144)
(120.04789561273338, 30.236086052196594)
(120.047892798595, 30.236081729897297)
(120.04788998445574, 30.236077407602256)
(120.04788717031562, 30.236073085311453)
(120.04788435617469, 30.2360687630249)
(120.0478815420329, 30.236064440742602)
(120.0478815420329, 30.236064440742602)
(120.04788009466387, 30.236062217889216)
(120.04787864729462, 30.23605999503696)
(120.04787719992514, 30.23605777218583)
(120.04787575255547, 30.23605554933582)
(120.04787430518554, 30.23605332648693)
(120.04787285781538, 30.236051103639163)
(120.04787141044501, 30.23604888079252)
(120.04786996307443, 30.236046657947004)
(120.04786851570364, 30.2360444351026)
(120.04786851570364, 30.2360444351026)
(120.04786649325747, 30.236042777734873)
(120.04786447081075, 30.236041120369293)
(120.04786244836336, 30.236039463005852)
(120.04786042591537, 30.236037805644553)
(120.04785840346675, 30.2360361482854)
(120.04785638101752, 30.236034490928386)
(120.04785435856766, 30.236032833573518)
(120.04785233611722, 30.236031176220784)
(120.04785031366613, 30.236029518870193)
(120.04785031366613, 30.236029518870193)
(120.04784614795459, 30.236026107950856)
(120.0478419822404, 30.236022697040593)
(120.0478378165236, 30.23601928613941)
(120.04783365080418, 30.23601587524729)
(120.04782948508216, 30.23601246436424)
(120.04782531935751, 30.236009053490264)
(120.04782115363022, 30.23600564262534)
(120.04781698790033, 30.236002231769486)
(120.04781282216784, 30.235998820922678)
(120.04781282216784, 30.235998820922678)
(120.04780865643271, 30.235995410084936)
(120.04780449069499, 30.23599199925624)
(120.04780032495462, 30.235988588436587)
(120.04779615921167, 30.23598517762598)
(120.0477919934661, 30.235981766824416)
(120.04778782771794, 30.235978356031897)
(120.04778366196716, 30.23597494524841)
(120.04777949621375, 30.235971534473954)
(120.04777533045775, 30.23596812370853)
(120.04777533045775, 30.23596812370853)
(120.04777116470021, 30.235964714063567)
(120.04776699894006, 30.235961304427626)
(120.04776283317733, 30.23595789480071)
(120.04775866741196, 30.23595448518281)
(120.04775450164404, 30.235951075573915)
(120.04775033587349, 30.23594766597405)
(120.04774617010033, 30.23594425638318)
(120.04774200432456, 30.235940846801316)
(120.0477378385462, 30.23593743722846)
(120.0477378385462, 30.23593743722846)
(120.04773489207162, 30.23593502414736)
(120.04773194559573, 30.23593261107075)
(120.04772899911855, 30.23593019799865)
(120.04772605264004, 30.235927784931043)
(120.04772310616026, 30.235925371867932)
(120.04772015967917, 30.235922958809322)
(120.04771721319678, 30.235920545755206)
(120.04771426671311, 30.23591813270559)
(120.04771132022815, 30.23591571966046)
(120.04771132022815, 30.23591571966046)
(120.04770997473526, 30.235914850448204)
(120.0477086292421, 30.235913981236877)
(120.04770728374866, 30.235913112026484)
(120.04770593825494, 30.23591224281702)
(120.04770459276095, 30.235911373608495)
(120.04770324726664, 30.235910504400902)
(120.04770190177209, 30.235909635194243)
(120.04770055627723, 30.235908765988512)
(120.0476992107821, 30.235907896783722)
(120.0476992107821, 30.235907896783722)
(120.04769461059726, 30.235904926492505)
(120.04769001040913, 30.23590195621219)
(120.04768541021768, 30.235898985942775)
(120.04768081002294, 30.23589601568425)
(120.04767620982494, 30.235893045436615)
(120.04767160962359, 30.235890075199862)
(120.04766700941894, 30.235887104973987)
(120.04766240921101, 30.235884134758987)
(120.0476578089998, 30.23588116455487)
(120.0476578089998, 30.23588116455487)
(120.0476532087842, 30.23587819325018)
(120.04764860856532, 30.235875221956356)
(120.04764400834314, 30.235872250673385)
(120.04763940811767, 30.23586927940127)
(120.04763480788894, 30.235866308140018)
(120.04763020765688, 30.235863336889604)
(120.04762560742157, 30.235860365650044)
(120.04762100718294, 30.23585739442131)
(120.04761640694103, 30.23585442320342)
(120.04761640694103, 30.23585442320342)
(120.04761180781472, 30.235851453093012)
(120.04760720868508, 30.23584848299343)
(120.04760260955216, 30.235845512904664)
(120.04759801041597, 30.23584254282671)
(120.04759341127651, 30.235839572759563)
(120.04758881213375, 30.235836602703227)
(120.04758421298776, 30.23583363265769)
(120.04757961383845, 30.23583066262295)
(120.0475750146859, 30.235827692599003)
(120.0475750146859, 30.235827692599003)
(120.04757069626716, 30.235824904479625)
(120.04756637784553, 30.23582211636975)
(120.04756205942101, 30.23581932826938)
(120.04755774099362, 30.23581654017851)
(120.04755342256338, 30.23581375209715)
(120.04754910413021, 30.23581096402527)
(120.04754478569421, 30.235808175962898)
(120.04754046725527, 30.235805387910005)
(120.04753614881352, 30.235802599866595)
(120.04753614881352, 30.235802599866595)
(120.04753070626448, 30.2358002090788)
(120.0475252637107, 30.235797818306025)
(120.04751982115219, 30.235795427548247)
(120.04751437858891, 30.235793036805468)
(120.04750893602089, 30.235790646077668)
(120.04750349344813, 30.23578825536486)
(120.04749805087066, 30.235785864667022)
(120.04749260828842, 30.235783473984164)
(120.04748716570144, 30.235781083316258)
(120.04748716570144, 30.235781083316258)
(120.04748203734215, 30.235778830753034)
(120.04747690897867, 30.235776578203087)
(120.04747178061098, 30.2357743256664)
(120.04746665223911, 30.235772073142986)
(120.04746152386302, 30.235769820632814)
(120.04745639548274, 30.2357675681359)
(120.04745126709828, 30.23576531565223)
(120.04744613870962, 30.235763063181796)
(120.04744101031677, 30.235760810724596)
(120.04744101031677, 30.235760810724596)
(120.04743588080193, 30.2357585582955)
(120.04743075128293, 30.235756305879633)
(120.04742562175971, 30.235754053476985)
(120.04742049223233, 30.23575180108756)
(120.04741536270079, 30.23574954871134)
(120.04741023316501, 30.23574729634832)
(120.04740510362508, 30.235745043998506)
(120.04739997408096, 30.235742791661885)
(120.04739484453268, 30.235740539338444)
(120.04739484453268, 30.235740539338444)
(120.047389716098, 30.23573828701328)
(120.04738458765912, 30.23573603470129)
(120.04737945921612, 30.235733782402473)
(120.04737433076893, 30.2357315301168)
(120.04736920231757, 30.23572927784429)
(120.04736407386204, 30.23572702558492)
(120.04735894540235, 30.235724773338703)
(120.0473538169385, 30.235722521105608)
(120.04734868847048, 30.235720268885647)
(120.04734868847048, 30.235720268885647)
(120.04734355999939, 30.235718017790248)
(120.0473384315241, 30.23571576670796)
(120.04733330304468, 30.235713515638796)
(120.0473281745611, 30.235711264582726)
(120.04732304607339, 30.23570901353977)
(120.0473179175815, 30.2357067625099)
(120.04731278908548, 30.235704511493132)
(120.04730766058528, 30.23570226048943)
(120.04730253208095, 30.235700009498824)
(120.04730253208095, 30.235700009498824)
(120.0472974035714, 30.23569775740985)
(120.04729227505773, 30.235695505333943)
(120.04728714653989, 30.2356932532711)
(120.04728201801791, 30.235691001221316)
(120.04727688949178, 30.235688749184582)
(120.04727176096155, 30.235686497160888)
(120.04726663242715, 30.23568424515024)
(120.04726150388862, 30.235681993152618)
(120.04725637534597, 30.235679741168024)
(120.04725637534597, 30.235679741168024)
(120.04725124568135, 30.235677489211437)
(120.04724611601262, 30.235675237267863)
(120.04724098633976, 30.235672985337313)
(120.04723585666277, 30.235670733419767)
(120.04723072698164, 30.23566848151523)
(120.04722559729636, 30.235666229623686)
(120.047220467607, 30.235663977745137)
(120.04721533791351, 30.235661725879574)
(120.0472102082159, 30.235659474027003)
(120.0472102082159, 30.235659474027003)
(120.04720507963201, 30.23565722217239)
(120.04719995104395, 30.235654970330742)
(120.04719482245183, 30.235652718502052)
(120.04718969385557, 30.23565046668631)
(120.04718456525521, 30.23564821488353)
(120.04717943665074, 30.235645963093685)
(120.04717430804216, 30.235643711316772)
(120.04716917942949, 30.235641459552788)
(120.0471640508127, 30.23563920780173)
(120.0471640508127, 30.23563920780173)
(120.04716097878462, 30.235637858688733)
(120.04715790675505, 30.235636509580367)
(120.04715483472405, 30.235635160476637)
(120.04715176269154, 30.235633811377532)
(120.04714869065756, 30.23563246228306)
(120.04714561862214, 30.235631113193218)
(120.04714254658525, 30.23562976410801)
(120.04713947454685, 30.235628415027417)
(120.04713640250702, 30.235627065951455)
(120.04713640250702, 30.235627065951455)
(120.04713422651857, 30.23562639502703)
(120.04713205052937, 30.235625724104924)
(120.0471298745394, 30.23562505318514)
(120.0471276985487, 30.23562438226767)
(120.04712552255727, 30.235623711352506)
(120.04712334656506, 30.235623040439656)
(120.04712117057211, 30.235622369529136)
(120.04711899457841, 30.23562169862092)
(120.04711681858397, 30.235621027715016)
(120.04711681858397, 30.235621027715016)
(120.04711138977514, 30.23561935253266)
(120.04710596096166, 30.2356176773647)
(120.0471005321435, 30.235616002211113)
(120.0470951033207, 30.235614327071914)
(120.04708967449321, 30.235612651947076)
(120.0470842456611, 30.2356109768366)
(120.04707881682431, 30.235609301740478)
(120.0470733879829, 30.23560762665871)
(120.04706795913681, 30.235605951591275)
(120.04706795913681, 30.235605951591275)
(120.04706253140395, 30.235604276523098)
(120.04705710366645, 30.235602601469246)
(120.0470516759243, 30.2356009264297)
(120.04704624817748, 30.235599251404466)
(120.04704082042608, 30.23559757639353)
(120.04703539267001, 30.235595901396895)
(120.0470299649093, 30.235594226414545)
(120.04702453714398, 30.235592551446473)
(120.04701910937402, 30.235590876492683)
(120.04701910937402, 30.235590876492683)
(120.04701368160049, 30.23558920266458)
(120.04700825382236, 30.23558752885074)
(120.04700282603959, 30.23558585505116)
(120.04699739825219, 30.235584181265825)
(120.04699197046017, 30.23558250749472)
(120.04698654266355, 30.235580833737856)
(120.0469811148623, 30.23557915999522)
(120.04697568705643, 30.235577486266795)
